date,000001.SH,T.CFE,S0147027
2022-09-29,-0.001268346559753608,-0.0021815657692498824,0.00892116182572611
2022-09-30,-0.005528763174960316,-0.0005465838509317589,0.005038042360682615
2022-10-10,-0.016613297786777226,0.0031818633787412676,0.005421994884910575
2022-10-11,0.0018987639272782797,-0.0002477946278125476,-0.0012718762718763044
2022-10-12,0.01534096701897969,0.0018837059435881098,-0.0005603382405380275
2022-10-13,-0.0030240896934413675,0.000643214091336386,0.00025484199796133034
2022-10-14,0.018443014735561203,0.002768987341772222,0.0
2022-10-17,0.0042173032774750485,-0.0006410256410257498,0.0
2022-10-18,-0.0012917259424918281,0.0001973651749149763,-0.004687898089171916
2022-10-19,-0.011872835372537027,9.866311479433953e-05,-0.002150207341422239
2022-10-20,-0.003063778847151588,-0.0015291274108419906,-0.0038992355446102467
2022-10-21,0.001277968893037107,-0.0008398379606757711,-0.006953386556786012
2022-10-24,-0.020195831485505744,0.001878862793572189,0.009802904564315318
2022-10-25,-0.00042733042011589006,-0.0012337758476039795,0.011967743592377733
2022-10-26,0.0078018790551839245,0.002025891886550113,0.0005583189523905574
2022-10-27,-0.005534482439027544,0.001430050791459303,-0.002485669355247855
2022-10-28,-0.022453697705010822,0.0010833169194406356,0.0007628152969894053
2022-10-31,-0.007696629581473879,0.0011805213969502404,-0.007825600894354356
2022-11-01,0.026167979081542336,-0.0017686941141789037,0.0029705505761843387
2022-11-02,0.011508286997892858,-0.0006398267546018355,0.00015319409692082786
2022-11-03,-0.001852652249062059,9.849790691940363e-05,-0.0026039007454304874
2022-11-04,0.0243480423030753,-0.0014280789875411593,0.00010238034297427312
2022-11-07,0.002286247307050404,0.0004438307525396201,0.0019450273839380916
2022-11-08,-0.004329107286105693,0.0011337309607137858,0.03044699872286083
2022-11-09,-0.0053272110804110095,-0.0001969473165928104,0.0
2022-11-10,-0.003948536163169036,-0.00019698611247898068,0.0
2022-11-11,0.016850651872227784,-0.003841986011230425,0.0
2022-11-14,-0.001260424748856126,-0.006873022151898778,0.0
2022-11-15,0.0164352593352024,0.0006472491909383926,0.0
2022-11-16,-0.004498101482994454,-0.0021892725644342415,0.008229636607010038
2022-11-17,-0.0014569642809294514,-0.004438017353146417,0.0013276294438706593
2022-11-18,-0.005839153040184009,-0.0026546456298522925,-0.0011294441170692782
2022-11-21,-0.003938599332464321,0.0011550823623944773,-0.005112826311390761
2022-11-22,0.0012635798693851896,0.0002508151492350841,-0.0014330187280723328
2022-11-23,0.002578455164560234,0.0023570712136409266,9.89707046712418e-05
2022-11-24,-0.0024533185090815923,0.0017511382398558428,0.004007916872835304
2022-11-25,0.004008533168705419,-0.0035460992907802025,0.002661278399290312
2022-11-28,-0.0074619565855192915,-0.002255526038794975,0.001376259523224288
2022-11-29,0.02312755507993458,-0.0033155832412338215,-0.003337750944877871
2022-11-30,0.0005040086066574467,0.0009576612903225978,-4.924895345981284e-05
2022-12-01,0.004485654065436995,0.002870235157862888,0.0014282899921198577
2022-12-02,-0.0029464492662719666,0.000301265314320176,0.0068361776422563025
2022-12-05,0.01763867443065492,-0.0002007830539102473,-0.009769441187964079
2022-12-06,0.0002238610051688017,-0.0024098805100915,-0.010161799526440474
2022-12-07,-0.004019880384745544,0.0023653749370911026,-0.0014452307385627305
2022-12-08,-0.0007093031127389793,0.0020585429532562483,0.0022458451864051376
2022-12-09,0.0030025803556876784,-0.0006513678725323935,0.002838362712877185
2022-12-12,-0.008702504953148282,-5.013787916763324e-05,0.000794478375291785
2022-12-13,-0.0008544084212548375,-0.001153229041315651,-0.0004961548002978544
2022-12-14,6.290287314691945e-05,0.0046684403393402185,0.008190618019359608
2022-12-15,-0.0024799109895330407,-0.001149195563105776,-0.005908419497784312
2022-12-16,-0.00024938082421166463,0.00040018008103648306,-0.0022288261515602814
2022-12-19,-0.019174662396441056,0.0019500975048751812,0.005460412012906479
2022-12-20,-0.01073313990631175,-0.0016967761253617875,0.0
2022-12-21,-0.0017422927360863927,0.002549490101979801,0.007603060972599218
2022-12-22,-0.004555844141453602,-0.0001994515083520998,0.000930961830564847
2022-12-23,-0.002804089913562735,0.00229414991770982,-0.005678480516937534
2022-12-26,0.006466534448129613,-0.002139622829278043,0.001083103584088141
2022-12-27,0.009787828178749125,-0.002792460357036064,0.005606373561522604
2022-12-28,-0.0026386435470739933,0.0007000700070007859,-0.001809467918622687
2022-12-29,-0.004436775711288754,0.0014491305216870476,0.0034785164862083384
2022-12-30,0.005061096366673956,0.00019959083878040573,-0.0005370569280342963
2023-01-03,0.008822183476491219,0.0014467448241457515,0.008744076986957117
2023-01-04,0.0022475447631051804,0.001594101823253924,-0.0038740920096852483
2023-01-05,0.0101487541413261,-0.0009449915448125346,0.001458434613514914
2023-01-06,0.0007670789722746818,-0.0008463185144621521,-0.007281553398058249
2023-01-09,0.005842344424382029,4.9825610363818384e-05,0.005623471882640674
2023-01-10,-0.0020708831896631974,-0.002889741417966274,0.0
2023-01-11,-0.0024198083538033988,0.0011492529855594569,0.006807682956479377
2023-01-12,0.0005102412597028927,9.982032341770974e-05,0.012170973194880474
2023-01-13,0.010069699517068598,-0.0016468709452039931,0.0
2023-01-16,0.01010410302187359,-0.0022494376405899352,0.0
2023-01-17,-0.0010369341647810115,0.00030060120240471555,-0.0027675716944218776
2023-01-18,4.999620376211489e-05,-0.000450766302714678,-0.0020096655342362046
2023-01-19,0.004922891223996029,0.0006514005110989096,0.0035000239727669413
2023-01-20,0.007571692737360802,-0.001552328492739119,0.009268991877687593
2023-01-30,0.0013796192603694468,0.0033602487587141017,-0.0017989017231584414
2023-01-31,-0.0041748156649186186,0.0017494751574527179,-0.008014796547472391
2023-02-01,0.008984973043330235,-0.0009480564842073713,0.005115456327389412
2023-02-02,0.00022807243509914699,0.0019478573569073898,0.007895738203957281
2023-02-03,-0.006776272909897685,0.0004984796371068079,-0.011656441717791455
2023-02-06,-0.007571261668675722,-0.0008968163021274567,-0.013130879052666744
2023-02-07,0.0029012277712356926,0.00214431755847011,-0.003773950067737619
2023-02-08,-0.004922178976347391,-0.0006468949044585726,-0.001699854298202963
2023-02-09,0.011842525105068447,0.0011452472240203182,0.003064947701289178
2023-02-10,-0.002968826950094372,-0.0005968367651447704,-0.004995634882141831
2023-02-13,0.007202959977530954,0.00029859659599873467,0.01145503290275407
2023-02-14,0.0027777575629004403,0.0003980099502487455,-0.0072289156626506035
2023-02-15,-0.0038838453731193656,4.9731450169065994e-05,-0.0021844660194174637
2023-02-16,-0.009590756800832212,0.0014421403351732032,0.002481148139138911
2023-02-17,-0.007696205897791963,-0.0004965736418710565,-0.001504416189459401
2023-02-20,0.02056870352993312,-0.0025337837837837718,0.005978128797083704
2023-02-21,0.004919038264241671,-0.00901529112915278,-0.0006763938544785963
2023-02-22,-0.004650170952960941,0.0010052271813429936,0.0002417327402821634
2023-02-23,-0.0011153252101083755,0.00025105442860007265,-0.0020300642853690043
2023-02-24,-0.0061802105383550465,0.001104362230811784,0.0011139632876446814
2023-02-27,-0.002793037634493345,0.00020057162914310922,-0.002370585389453228
2023-02-28,0.0066208324872198965,0.0009023913370431735,0.0015518161097909378
2023-03-01,0.009983670900885588,0.000601051840721345,0.0017430881712099389
2023-03-02,-0.0005114801048368145,-0.0014016118536316347,0.005365169897046718
2023-03-03,0.005358186673471321,0.0006015339114742169,0.00024038461538467004
2023-03-06,-0.0019128752445586317,0.001953809929362116,-0.0001922614756069141
2023-03-07,-0.011115837477365775,0.0014000000000000679,0.010528339983654655
2023-03-08,-0.0005634229326680895,-0.00044937088076690834,0.0
2023-03-09,-0.0021790008607025513,0.0009990509016433169,0.0
2023-03-10,-0.0140463320691957,0.0009481511053446301,0.0
2023-03-13,0.011956032250133086,-0.0008475421278293371,0.003901046622264648
2023-03-14,-0.00715367950303103,0.0013971358714635063,0.0
2023-03-15,0.0055472319258766944,-0.0008969056754198901,0.0
2023-03-16,-0.011161534277967955,0.002144531444815856,0.018339493886835312
2023-03-17,0.007330522950386387,-0.00044789489399821303,0.004327795616361874
2023-03-20,-0.004810176505731567,0.0006472491909383926,0.02932999721990548
2023-03-21,0.0064113678824417875,-0.0010946362822171762,-0.0072473553905019195
2023-03-22,0.003101377128779559,0.0002490535963339813,-0.014237779994558775
2023-03-23,0.006400249866225227,-0.0006971764354365417,0.006393744250229982
2023-03-24,-0.006388086881559785,-0.0010464942442816039,0.005073358014534568
2023-03-27,-0.004365619048951719,0.002194951611294016,-0.005638926784902298
2023-03-28,-0.0018518500862290121,-4.9776007964297264e-05,-0.00448184395865725
2023-03-29,-0.001639008854444124,0.00024889242869230443,0.0036291804483645773
2023-03-30,0.006540533486943945,-0.000995321986662634,0.002059779374742554
2023-03-31,0.0035605075786160345,0.0008468665936036679,0.005664169559656429
2023-04-03,0.007191202361775284,-0.0015927529739684365,-0.012036700581395388
2023-04-04,0.004902869679492383,0.0006979410738321423,0.01140177463105152
